customerID,age,gender,Contract,MonthlyCharges,TotalCharges,TechSupport,InternetService,tenure,PaperlessBilling,PaymentMethod,Churn
3030-YDNRM,30,Male,Month-to-month,74.85,572.45,No,Fiber optic,8,Yes,Electronic check,No
7321-KKSDU,27,Male,Two year,20.5,696.8,No internet service,No,32,No,Mailed check,No
3402-XRIUO,24,Female,Month-to-month,63.55,1381.8,Yes,DSL,22,Yes,Mailed check,No
3132-TVFDZ,25,Male,Month-to-month,44.85,2572.95,No,DSL,57,Yes,Electronic check,Yes
8286-AFUYI,22,Male,Month-to-month,47.95,47.95,No,DSL,1,No,Electronic check,No
8080-DDEMJ,23,Male,Month-to-month,45.1,45.1,No,DSL,1,No,Electronic check,Yes
8356-WUAOJ,19,Female,Month-to-month,45,45,No,DSL,1,Yes,Electronic check,No
6365-MTGZX,28,Male,Month-to-month,96,2122.45,Yes,Fiber optic,24,Yes,Electronic check,Yes
1349-WXNGG,29,Male,Month-to-month,20.05,20.05,No internet service,No,1,No,Bank transfer (automatic),Yes
8058-DMYRU,29,Male,Month-to-month,90.05,4931.8,No,Fiber optic,54,Yes,Electronic check,No
9350-ZXYJC,19,Female,Two year,25.3,116.95,No internet service,No,4,Yes,Credit card (automatic),No
6990-YNRIO,19,Male,Two year,108.65,6937.95,Yes,Fiber optic,65,No,Bank transfer (automatic),Yes
8958-JPTRR,26,Female,One year,24.3,1261.7,No internet service,No,56,No,Electronic check,No
6959-GQEGV,22,Male,Month-to-month,75.95,3273.8,No,DSL,45,Yes,Electronic check,No
3173-WSSUE,22,Female,Two year,19.7,1415.85,No internet service,No,71,No,Credit card (automatic),No
1265-HVPZB,22,Male,One year,66.4,3958.2,No,DSL,59,No,Credit card (automatic),No
4115-UMJFQ,25,Male,One year,35.75,2492.25,No,DSL,69,Yes,Bank transfer (automatic),No
7369-TRPFD,21,Male,One year,18.8,279.2,No internet service,No,19,No,Mailed check,No
1098-KFQEC,19,Female,Two year,19.4,1083,No internet service,No,55,No,Credit card (automatic),No
7190-XHTWJ,29,Female,One year,19.3,755.5,No internet service,No,38,No,Mailed check,No
0621-TWIEM,30,Male,Month-to-month,45.55,402.6,No,DSL,10,Yes,Electronic check,Yes
3537-RYBHH,27,Female,Month-to-month,67.45,3252,No,DSL,47,Yes,Credit card (automatic),No
2485-ITVKB,20,Female,Month-to-month,35.1,68.75,No,DSL,2,Yes,Electronic check,Yes
3669-OYSJI,30,Male,Month-to-month,46.2,46.2,No,DSL,1,No,Credit card (automatic),Yes
1612-EOHDH,22,Female,Month-to-month,45.15,45.15,No,DSL,1,No,Electronic check,Yes
6702-OHFWR,22,Male,Month-to-month,43.3,43.3,No,DSL,1,Yes,Electronic check,Yes
5296-BFCYD,26,Male,Two year,20.1,936.85,No internet service,No,46,Yes,Mailed check,No
4510-PYUSH,26,Female,Month-to-month,57.15,2250.65,No,DSL,38,Yes,Credit card (automatic),Yes
9359-JANWS,26,Female,Two year,58.9,3857.1,Yes,DSL,65,No,Credit card (automatic),No
7517-SAWMO,23,Female,Month-to-month,73.2,1441.1,No,Fiber optic,19,Yes,Electronic check,Yes
4143-HHPMK,27,Male,Month-to-month,85.35,4338.6,No,Fiber optic,52,Yes,Electronic check,Yes
3279-DYZQM,23,Male,Two year,19.45,1378.45,No internet service,No,71,No,Mailed check,No
7054-LGEQW,29,Female,Month-to-month,45.95,45.95,No,DSL,1,No,Mailed check,Yes
0523-VNGTF,22,Female,Month-to-month,50.5,2566.3,Yes,DSL,52,Yes,Electronic check,No
9575-IWCAZ,23,Male,One year,25.1,171,No internet service,No,6,No,Mailed check,No
7105-MXJLL,29,Female,One year,60.7,1597.4,No,DSL,26,No,Mailed check,No
7064-FRRSW,26,Male,One year,99,4744.35,No,Fiber optic,48,Yes,Electronic check,No
7940-UQQUG,20,Female,One year,104.4,6721.6,Yes,Fiber optic,64,Yes,Bank transfer (automatic),No
0923-PNFUB,27,Female,Month-to-month,83.75,247.25,No,Fiber optic,3,No,Electronic check,Yes
3961-SXAXY,21,Male,Month-to-month,44.05,44.05,No,DSL,1,Yes,Bank transfer (automatic),No
7010-BRBUU,20,Male,Two year,24.1,1734.65,No internet service,No,72,No,Credit card (automatic),No
3566-HJGPK,29,Male,Month-to-month,45.55,45.55,No,DSL,1,Yes,Mailed check,No
3062-ICYZQ,21,Female,Month-to-month,93.8,4539.35,No,Fiber optic,51,Yes,Electronic check,No
9938-PRCVK,19,Female,Two year,19.7,804.25,No internet service,No,41,No,Bank transfer (automatic),No
0973-KYVNF,24,Female,Two year,70.65,5011.15,No,DSL,72,Yes,Credit card (automatic),No
5129-HHMZC,22,Female,Two year,86.45,3574.5,Yes,DSL,43,No,Credit card (automatic),No
9637-CDTKZ,21,Male,Two year,114.1,8086.4,Yes,Fiber optic,72,Yes,Credit card (automatic),No
3946-JEWRQ,19,Male,One year,95.2,4563,No,Fiber optic,47,Yes,Credit card (automatic),No
7873-CVMAW,19,Male,Two year,88.55,6362.35,Yes,DSL,72,No,Credit card (automatic),No
0463-WZZKO,21,Male,Month-to-month,20.75,67.1,No internet service,No,3,Yes,Credit card (automatic),No
3494-JCHRQ,19,Male,Month-to-month,70.05,70.05,No,Fiber optic,1,Yes,Electronic check,Yes
6474-FVJLC,23,Male,Month-to-month,86,165.45,No,Fiber optic,2,Yes,Electronic check,Yes
4524-QCSSM,20,Male,Month-to-month,44.65,1156.55,No,DSL,26,Yes,Bank transfer (automatic),No
5832-EXGTT,30,Male,Month-to-month,60.2,1834.15,No,DSL,29,Yes,Mailed check,No
8840-DQLGN,24,Female,Month-to-month,100.5,3653.35,Yes,Fiber optic,35,Yes,Bank transfer (automatic),Yes
2039-JONDJ,22,Male,One year,55.45,1477.65,No,DSL,27,No,Bank transfer (automatic),No
7217-JYHOQ,30,Male,Month-to-month,70.3,1706.45,Yes,DSL,24,Yes,Credit card (automatic),No
6695-FRVEC,26,Male,Two year,60.4,3953.7,Yes,DSL,67,Yes,Bank transfer (automatic),No
4547-LYTDD,26,Female,Month-to-month,72.65,1194.3,No,Fiber optic,16,No,Electronic check,Yes
9894-QMIMJ,29,Female,One year,55.8,1327.85,No,DSL,23,No,Bank transfer (automatic),No
8069-YQQAJ,24,Male,Month-to-month,31.1,419.7,No,DSL,14,Yes,Mailed check,No
6770-XUAGN,20,Female,Month-to-month,21,21,No internet service,No,1,Yes,Electronic check,Yes
4193-ORFCL,27,Female,Month-to-month,45.1,45.1,No,DSL,1,No,Mailed check,Yes
1636-NTNCO,26,Male,Month-to-month,50.95,207.35,No,DSL,4,Yes,Credit card (automatic),No
3466-WAESX,28,Male,Month-to-month,69.1,1083.7,No,DSL,16,Yes,Electronic check,No
9281-PKKZE,23,Female,Month-to-month,43.95,2007.85,No,DSL,46,Yes,Electronic check,No
3638-VBZTA,25,Male,Two year,86.5,5882.75,Yes,DSL,68,Yes,Bank transfer (automatic),No
7459-IMVYU,29,Male,Month-to-month,69.95,2657.55,Yes,DSL,38,No,Electronic check,No
7776-QWNFX,23,Male,Month-to-month,50.4,1527.5,No,DSL,30,Yes,Bank transfer (automatic),Yes
6689-TCZHQ,24,Female,Month-to-month,78.95,378.4,No,Fiber optic,5,No,Electronic check,Yes
8563-OYMQY,19,Male,Month-to-month,90.95,1612.2,No,Fiber optic,17,Yes,Credit card (automatic),No
0754-EEBDC,25,Male,Two year,19.9,76.65,No internet service,No,4,No,Mailed check,No
5777-ZPQNC,19,Female,One year,20.15,260.7,No internet service,No,12,No,Electronic check,No
1951-IEYXM,20,Male,Two year,90.6,6441.85,Yes,DSL,72,Yes,Credit card (automatic),No
3318-NMQXL,19,Male,Month-to-month,92,266.8,No,Fiber optic,3,Yes,Electronic check,No
3143-ILDAL,29,Male,Month-to-month,94.45,5124.6,Yes,Fiber optic,56,Yes,Electronic check,Yes
1022-RKXDR,22,Female,One year,24.85,962.25,No internet service,No,41,Yes,Mailed check,No
2361-FJWNO,25,Male,One year,36,1382.9,Yes,DSL,40,No,Credit card (automatic),No
2272-UOINI,22,Female,Month-to-month,78.5,571.05,Yes,DSL,7,Yes,Electronic check,No
8232-UTFOZ,28,Male,Two year,19.95,1399.35,No internet service,No,69,No,Credit card (automatic),No
3750-YHRYO,22,Male,One year,20.65,150,No internet service,No,7,No,Mailed check,No
6637-KYRCV,30,Female,Month-to-month,30.5,167.2,No,DSL,5,Yes,Electronic check,No
5668-MEISB,26,Female,Two year,106.1,7657.4,Yes,Fiber optic,72,No,Credit card (automatic),No
0129-QMPDR,29,Male,One year,20.5,865.05,No internet service,No,44,Yes,Bank transfer (automatic),No
7188-CBBBA,19,Female,One year,95.5,6153.85,No,Fiber optic,65,Yes,Electronic check,No
5356-CSVSQ,29,Female,Month-to-month,64.6,174.2,Yes,DSL,3,No,Electronic check,No
3221-CJMSG,25,Male,Month-to-month,51.1,1269.6,Yes,DSL,24,Yes,Credit card (automatic),No
4720-VSTSI,28,Female,Month-to-month,84.8,3862.55,No,Fiber optic,44,Yes,Bank transfer (automatic),Yes
3219-JQRSL,25,Female,Two year,89.1,6352.4,Yes,DSL,72,No,Credit card (automatic),No
2801-NISEI,26,Male,Month-to-month,54.95,1348.5,Yes,DSL,24,No,Electronic check,No
3946-MHCZW,22,Male,Month-to-month,50.9,50.9,No,DSL,1,No,Mailed check,Yes
4623-ZKHLY,23,Male,Month-to-month,20.45,471.55,No internet service,No,22,Yes,Bank transfer (automatic),No
6732-VAILE,20,Male,Two year,85.95,5931.75,Yes,DSL,70,Yes,Credit card (automatic),No
8201-AAXCB,25,Male,Month-to-month,60.35,1404.65,No,DSL,25,No,Electronic check,No
7696-CFTAT,29,Male,Two year,19.8,726.1,No internet service,No,37,No,Bank transfer (automatic),No
1845-CSBRZ,27,Female,Month-to-month,85.35,1961.6,No,Fiber optic,22,No,Bank transfer (automatic),No
2123-VSCOT,21,Female,Two year,72.1,4194.85,Yes,DSL,59,Yes,Bank transfer (automatic),No
6651-AZVTJ,19,Male,Month-to-month,99.8,4872.45,No,Fiber optic,49,Yes,Electronic check,Yes
4566-GOLUK,20,Male,Month-to-month,107.35,5118.95,Yes,Fiber optic,47,Yes,Bank transfer (automatic),Yes
2484-DGXPZ,26,Female,Month-to-month,19.55,658.95,No internet service,No,31,Yes,Mailed check,Yes
2018-QKYGT,30,Male,Month-to-month,81.05,81.05,No,Fiber optic,1,Yes,Electronic check,No
2792-VPPET,19,Male,Month-to-month,20.5,76.95,No internet service,No,3,Yes,Electronic check,No
7409-JURKQ,29,Female,One year,111.8,5809.75,Yes,Fiber optic,53,Yes,Bank transfer (automatic),No
3247-MHJKM,26,Male,Month-to-month,20.2,20.2,No internet service,No,1,No,Mailed check,No
1964-SVLEA,24,Male,One year,19.7,415.9,No internet service,No,20,Yes,Mailed check,No
4587-NUKOX,23,Female,Month-to-month,79.1,246.5,No,Fiber optic,3,Yes,Electronic check,Yes
7297-DVYGA,20,Female,One year,19.85,996.95,No internet service,No,51,Yes,Bank transfer (automatic),No
2239-CGBUZ,20,Female,One year,60.5,3145.15,Yes,DSL,51,Yes,Bank transfer (automatic),No
0854-UYHZD,28,Female,Two year,19.55,265.3,No internet service,No,13,No,Mailed check,No
7243-LCGGZ,27,Female,Month-to-month,20.9,20.9,No internet service,No,1,No,Mailed check,No
8267-KFGYD,24,Male,Month-to-month,21.05,21.05,No internet service,No,1,Yes,Mailed check,No
4890-VMUAV,21,Male,One year,71.5,4576.3,Yes,DSL,63,No,Electronic check,No
9261-WDCAF,21,Male,Month-to-month,54.65,189.1,No,DSL,3,No,Mailed check,No
3764-MNMOI,28,Male,Two year,19.2,908.15,No internet service,No,46,No,Credit card (automatic),No
7442-YGZFK,27,Male,Month-to-month,49.8,49.8,No,DSL,1,Yes,Credit card (automatic),No
0420-BWTPW,28,Male,Month-to-month,25.5,215.2,No,DSL,8,No,Mailed check,Yes
8229-BUJHX,23,Female,Two year,20.5,1500.95,No internet service,No,71,No,Bank transfer (automatic),No
7449-HVPIV,23,Male,Month-to-month,90.4,5099.15,No,Fiber optic,55,Yes,Credit card (automatic),No
5504-WSIUR,30,Female,One year,90.25,6385.95,Yes,Fiber optic,70,Yes,Bank transfer (automatic),No
8183-ONMXC,26,Female,Month-to-month,80.75,159.45,No,Fiber optic,2,No,Electronic check,Yes
8466-PZBLH,24,Male,Two year,104.6,6885.75,Yes,Fiber optic,67,No,Bank transfer (automatic),No
9614-RMGHA,27,Male,Month-to-month,91.85,5940.85,No,Fiber optic,65,Yes,Bank transfer (automatic),Yes
8735-IJJEG,20,Male,Month-to-month,50.2,668.85,No,DSL,14,No,Credit card (automatic),No
0564-MUUQK,29,Female,Month-to-month,95.5,1916.2,Yes,Fiber optic,20,Yes,Bank transfer (automatic),No
5054-IEXZT,28,Male,Month-to-month,75.35,75.35,No,Fiber optic,1,Yes,Electronic check,Yes
5834-ASPWA,20,Male,Month-to-month,75.45,75.45,No,Fiber optic,1,Yes,Electronic check,Yes
0701-RFGFI,27,Female,Month-to-month,95.4,4613.95,No,Fiber optic,49,Yes,Bank transfer (automatic),No
0019-EFAEP,24,Female,Two year,101.3,7261.25,No,Fiber optic,72,Yes,Bank transfer (automatic),No
5619-PTMIK,21,Female,Month-to-month,53.1,2459.8,No,DSL,46,No,Electronic check,No
3737-XBQDD,28,Male,Month-to-month,84.85,2048.8,No,Fiber optic,24,Yes,Bank transfer (automatic),No
5882-CMAZQ,22,Female,Month-to-month,34.25,163.55,Yes,DSL,5,No,Electronic check,No
5846-QFDFI,30,Female,Month-to-month,88.6,2888.7,Yes,Fiber optic,33,No,Credit card (automatic),No
4445-KWOKW,30,Female,One year,60.15,2421.6,No,DSL,42,Yes,Bank transfer (automatic),No
3511-APPBJ,24,Male,One year,99.95,2292.75,No,Fiber optic,23,Yes,Credit card (automatic),No
7967-HYCDE,25,Male,Month-to-month,70.7,553.4,No,Fiber optic,8,No,Bank transfer (automatic),No
2430-RRYUW,25,Male,One year,54.8,3465.7,No,DSL,66,Yes,Mailed check,No
3948-XHGNA,24,Male,Month-to-month,49.55,1210.4,No,DSL,24,Yes,Bank transfer (automatic),Yes
3723-BFBGR,25,Male,Month-to-month,54.8,1291.3,No,DSL,24,No,Credit card (automatic),No
0565-IYCGT,21,Male,One year,78.6,5356.45,Yes,DSL,69,Yes,Credit card (automatic),Yes
5447-WZAFP,30,Female,One year,100.3,5200.8,No,Fiber optic,53,Yes,Mailed check,No
5110-CHOPY,29,Female,Two year,53.6,3237.05,No,DSL,60,No,Electronic check,No
5445-UTODQ,20,Female,Month-to-month,81.1,576.65,No,Fiber optic,7,Yes,Electronic check,Yes
4425-OWHWB,19,Female,One year,19.35,433.75,No internet service,No,20,Yes,Credit card (automatic),No
7892-QVYKW,29,Female,Month-to-month,85.6,1868.4,No,Fiber optic,23,No,Electronic check,No
9675-ICXCT,30,Male,Two year,80.8,5728.55,Yes,DSL,72,Yes,Electronic check,No
1024-VRZHF,21,Male,Month-to-month,74.95,825.7,No,Fiber optic,11,Yes,Electronic check,Yes
4703-MQYKT,28,Male,Two year,19.6,390.4,No internet service,No,21,No,Mailed check,No
9497-QCMMS,26,Male,Month-to-month,93.55,93.55,No,Fiber optic,1,Yes,Electronic check,Yes
5692-ICXLW,23,Male,Month-to-month,90.7,2845.15,No,Fiber optic,31,Yes,Electronic check,No
0602-DDUML,23,Female,Two year,69.75,3894.4,Yes,DSL,57,No,Mailed check,No
2208-MPXIO,28,Female,Two year,20,886.4,No internet service,No,45,Yes,Bank transfer (automatic),No
1960-UYCNN,26,Male,Month-to-month,95.25,1021.55,No,Fiber optic,10,Yes,Electronic check,No
0348-SDKOL,22,Female,Month-to-month,102.1,5885.4,Yes,Fiber optic,58,Yes,Credit card (automatic),Yes
3190-FZATL,22,Male,Month-to-month,19.95,268.4,No internet service,No,14,No,Mailed check,No
7336-RLLRH,19,Male,One year,80.85,2204.35,Yes,DSL,27,No,Mailed check,No
4373-MAVJG,30,Female,Month-to-month,90.9,1259,No,Fiber optic,14,Yes,Bank transfer (automatic),Yes
8901-HJXTF,28,Female,Month-to-month,29.2,309.1,No,DSL,12,No,Mailed check,Yes
7710-JSYOA,20,Female,Two year,93.3,6398.05,Yes,Fiber optic,69,Yes,Bank transfer (automatic),No
5419-KLXBN,26,Female,Month-to-month,89.15,2257.75,No,Fiber optic,25,Yes,Bank transfer (automatic),Yes
3424-NMNBO,23,Male,One year,108.85,6287.25,No,Fiber optic,58,Yes,Electronic check,Yes
9885-MFVSU,20,Female,Two year,46.35,1662.05,Yes,DSL,35,Yes,Credit card (automatic),No
4514-GFCFI,29,Female,Month-to-month,84.75,1350.15,No,Fiber optic,16,Yes,Electronic check,Yes
0607-MVMGC,23,Male,One year,78.75,3600.65,No,DSL,45,No,Credit card (automatic),No
3365-SAIGS,28,Female,Month-to-month,83.55,1329.15,No,Fiber optic,17,Yes,Electronic check,No
9828-AOQLM,26,Female,Month-to-month,45.7,45.7,No,DSL,1,Yes,Electronic check,Yes
8022-BECSI,19,Male,One year,19.6,422.5,No internet service,No,22,No,Mailed check,No
8000-REIQB,24,Female,Month-to-month,69.95,69.95,No,Fiber optic,1,Yes,Electronic check,Yes
9993-LHIEB,28,Male,Two year,67.85,4627.65,Yes,DSL,67,No,Mailed check,No
0266-CLZKZ,28,Female,Two year,105.65,6717.9,Yes,Fiber optic,67,Yes,Bank transfer (automatic),No
7615-ESMYF,25,Female,Month-to-month,44.6,97.1,No,DSL,2,No,Electronic check,Yes
3858-VOBET,30,Male,Month-to-month,74.95,1710.45,No,Fiber optic,23,Yes,Electronic check,Yes
7020-OZKXZ,23,Female,Month-to-month,75.5,637.4,No,Fiber optic,9,No,Credit card (automatic),No
3977-QCRSL,25,Female,Month-to-month,20.15,117.95,No internet service,No,5,No,Mailed check,No
0017-DINOC,30,Male,Two year,45.2,2460.55,Yes,DSL,54,No,Credit card (automatic),No
1447-PJGGA,29,Female,Two year,95.25,5464.65,No,Fiber optic,57,Yes,Electronic check,Yes
8565-CLBZW,27,Male,Month-to-month,89.85,2165.05,No,Fiber optic,24,Yes,Mailed check,Yes
9139-WQQDY,19,Female,One year,100.45,4941.8,No,Fiber optic,49,No,Mailed check,Yes
0224-HJAPT,20,Male,Month-to-month,47.15,223.15,No,DSL,5,No,Electronic check,Yes
8086-OVPWV,30,Male,Month-to-month,80.2,181.1,No,Fiber optic,2,Yes,Electronic check,Yes
9430-FRQOC,25,Female,Month-to-month,87.1,341.45,Yes,Fiber optic,4,Yes,Mailed check,Yes
7639-OPLNG,19,Male,Two year,79.25,5731.85,Yes,DSL,70,Yes,Bank transfer (automatic),No
3074-GQWYX,28,Male,Month-to-month,75.9,357.75,No,Fiber optic,5,Yes,Bank transfer (automatic),Yes
1492-QGCLU,28,Male,Month-to-month,85.7,4616.1,Yes,DSL,53,No,Electronic check,No
6845-RGTYS,22,Female,Month-to-month,98.75,4533.7,No,Fiber optic,47,Yes,Electronic check,Yes
7328-OWMOM,30,Female,One year,20.1,589.25,No internet service,No,31,No,Credit card (automatic),No
4418-LZMSV,21,Male,Month-to-month,61.8,750.1,Yes,DSL,13,No,Bank transfer (automatic),No
5155-AZQPB,30,Female,Month-to-month,49.9,1410.25,No,DSL,28,No,Mailed check,No
8861-HGGKB,28,Female,Month-to-month,86.45,830.85,No,Fiber optic,10,No,Electronic check,Yes
1087-GRUYI,19,Male,Two year,20.4,743.5,No internet service,No,38,No,Bank transfer (automatic),No
7065-YUNRY,26,Female,Month-to-month,45.3,45.3,No,DSL,1,Yes,Mailed check,Yes
7694-VLBWQ,20,Male,One year,104.1,7040.85,No,Fiber optic,67,No,Electronic check,Yes
2546-KZAAT,24,Male,One year,75.4,3865.45,No,DSL,52,Yes,Mailed check,No
0181-RITDD,20,Male,Two year,108.15,6825.65,Yes,Fiber optic,62,No,Mailed check,No
5989-PGKJB,30,Female,Month-to-month,86.25,1340.1,No,Fiber optic,16,Yes,Electronic check,No
4795-KTRTH,24,Female,Month-to-month,81,371.65,No,Fiber optic,5,Yes,Electronic check,Yes
8272-ONJLV,30,Male,One year,95.7,1184,No,Fiber optic,12,No,Electronic check,No
1488-PBLJN,23,Female,Two year,116.85,8477.7,Yes,Fiber optic,72,Yes,Bank transfer (automatic),No
0308-GIQJT,19,Male,One year,105.75,7382.85,Yes,Fiber optic,71,No,Bank transfer (automatic),No
3778-FOAQW,27,Female,One year,20.15,456.85,No internet service,No,24,No,Mailed check,No
4452-ROHMO,21,Female,Two year,19.6,331.6,No internet service,No,15,No,Mailed check,No
6481-OGDOO,24,Male,One year,90.6,6056.15,No,Fiber optic,67,Yes,Credit card (automatic),Yes
3090-LETTY,20,Male,Month-to-month,60.95,134.6,No,DSL,2,No,Bank transfer (automatic),No
5349-AZPEW,22,Female,Month-to-month,25.05,125.5,No,DSL,5,No,Mailed check,No
3753-TSEMP,28,Female,Month-to-month,88.15,1390.6,No,Fiber optic,15,No,Electronic check,Yes
8305-VHZBZ,24,Male,Month-to-month,20.2,20.2,No internet service,No,1,Yes,Mailed check,Yes
9720-JJJOR,25,Male,One year,60.3,2511.3,No,DSL,41,Yes,Bank transfer (automatic),No
8100-HZZLJ,19,Female,Month-to-month,63.95,2737.05,No,DSL,43,Yes,Electronic check,No
8775-ERLNB,27,Male,Month-to-month,74.3,74.3,No,Fiber optic,1,No,Electronic check,No
8309-IEYJD,26,Female,Month-to-month,70.6,70.6,No,Fiber optic,1,Yes,Mailed check,No
9172-JITSM,20,Female,Month-to-month,90.8,2361.8,No,Fiber optic,26,Yes,Electronic check,Yes
6298-QDFNH,30,Male,Month-to-month,79.35,1730.35,No,Fiber optic,22,Yes,Electronic check,Yes
7398-HPYZQ,30,Male,Two year,90.55,6404,Yes,DSL,71,No,Bank transfer (automatic),No
3546-GHEAE,27,Male,Two year,19.45,165.35,No internet service,No,7,No,Mailed check,No
7361-YPXFS,22,Female,Month-to-month,64.45,1867.6,Yes,DSL,28,No,Bank transfer (automatic),No
6557-BZXLQ,21,Male,Month-to-month,69.65,1043.3,No,Fiber optic,16,No,Electronic check,No
2550-QHZGP,27,Male,One year,19.5,128.6,No internet service,No,7,No,Mailed check,No
7519-JTWQH,24,Female,Two year,110.5,7455.45,Yes,Fiber optic,69,Yes,Bank transfer (automatic),No
2538-OIMXF,28,Female,Month-to-month,24.7,24.7,No,DSL,1,No,Mailed check,No
8543-MSDMF,22,Male,Month-to-month,77.4,206.15,No,DSL,3,Yes,Electronic check,No
9961-JBNMK,29,Male,Month-to-month,96.8,2030.3,No,Fiber optic,21,Yes,Bank transfer (automatic),Yes
1170-SASML,26,Female,Month-to-month,85.4,5869.4,No,Fiber optic,69,Yes,Bank transfer (automatic),No
4872-JCVCA,22,Female,Two year,47.6,3377.8,Yes,DSL,71,Yes,Bank transfer (automatic),No
5346-BZCHP,20,Female,Two year,19.4,1346.2,No internet service,No,69,No,Mailed check,No
2038-LLMLM,20,Female,Month-to-month,103.85,4946.05,Yes,Fiber optic,48,Yes,Electronic check,No
6173-ITPWD,19,Male,Month-to-month,83.35,4065,No,Fiber optic,47,Yes,Bank transfer (automatic),Yes
9734-UYXQI,28,Female,Month-to-month,49.4,106.55,No,DSL,2,Yes,Electronic check,Yes
1216-BGTSP,20,Male,Month-to-month,108.45,4964.7,Yes,Fiber optic,45,Yes,Credit card (automatic),No
4138-NAXED,30,Male,Month-to-month,81,4085.75,No,Fiber optic,51,No,Bank transfer (automatic),No
2189-UXTKY,21,Female,Month-to-month,79.2,1742.75,Yes,DSL,22,Yes,Electronic check,Yes
0744-BIKKF,29,Male,Two year,86.65,6224.8,Yes,DSL,72,No,Bank transfer (automatic),No
7483-IQWIB,24,Male,Month-to-month,92.95,3415.25,No,Fiber optic,37,Yes,Electronic check,No
5248-KWLAR,30,Male,Two year,90.35,6325.25,Yes,DSL,71,No,Electronic check,No
4958-GZWIY,19,Male,Month-to-month,48.7,340.25,No,DSL,7,No,Electronic check,Yes
7996-MHXLW,22,Female,Two year,25.15,1683.6,No internet service,No,66,Yes,Credit card (automatic),No
7833-PKIHD,25,Male,One year,76.4,3966.3,Yes,DSL,51,Yes,Bank transfer (automatic),No
7061-OVMIM,27,Female,One year,19.55,608.5,No internet service,No,30,No,Bank transfer (automatic),No
5153-RTHKF,26,Female,Month-to-month,85.35,2896.6,No,Fiber optic,34,No,Electronic check,No
1852-QSWCD,21,Male,Two year,24.8,1514.85,No internet service,No,64,Yes,Mailed check,No
4832-VRBMR,29,Male,One year,103.15,6792.45,No,Fiber optic,65,Yes,Bank transfer (automatic),No
9079-LWTFD,20,Male,Month-to-month,100.75,4669.2,Yes,Fiber optic,47,No,Mailed check,No
6356-ELRKD,23,Female,Month-to-month,95.6,95.6,No,Fiber optic,1,Yes,Electronic check,Yes
8624-GIOUT,23,Female,Month-to-month,59.75,2934.3,No,DSL,49,Yes,Credit card (automatic),Yes
3392-EHMNK,30,Female,Two year,94.1,6302.8,Yes,Fiber optic,67,No,Credit card (automatic),No
5986-WWXDV,24,Male,One year,19.35,779.2,No internet service,No,39,No,Bank transfer (automatic),No
3061-BCKYI,23,Male,Month-to-month,19.9,283.75,No internet service,No,14,No,Mailed check,No
6179-GJPSO,24,Female,Month-to-month,108.15,4600.7,Yes,Fiber optic,43,Yes,Credit card (automatic),Yes
7901-TBKJX,27,Male,Month-to-month,101.05,5594,No,Fiber optic,56,Yes,Electronic check,No
7228-PAQPD,19,Female,One year,59.1,772.85,Yes,DSL,14,No,Credit card (automatic),No
3177-LASXD,21,Female,Month-to-month,71.35,71.35,No,Fiber optic,1,No,Electronic check,Yes
7746-QYVCO,23,Male,One year,55.85,857.8,No,DSL,16,Yes,Mailed check,No
5804-HYIEZ,30,Male,Month-to-month,106.05,7554.05,No,Fiber optic,70,Yes,Electronic check,No
9919-FZDED,20,Male,Two year,84.1,5981.65,No,DSL,72,Yes,Credit card (automatic),No
5934-TSSAU,28,Female,Month-to-month,75.3,1702.9,No,Fiber optic,23,Yes,Credit card (automatic),No
3486-KHMLI,29,Male,Month-to-month,24.7,467.15,No internet service,No,21,No,Mailed check,No
4897-QSUYC,30,Female,Month-to-month,20.15,20.15,No internet service,No,1,Yes,Mailed check,Yes
1084-UQCHV,29,Male,Month-to-month,69.75,69.75,No,Fiber optic,1,No,Bank transfer (automatic),Yes
8290-YWKHZ,23,Female,Month-to-month,93.2,2931,No,Fiber optic,32,Yes,Electronic check,Yes
2955-BJZHG,27,Male,Month-to-month,80.85,1400.85,No,Fiber optic,17,No,Electronic check,Yes
3806-DXQOM,30,Female,Month-to-month,33.65,137.85,No,DSL,4,Yes,Electronic check,Yes
6784-XYJAE,30,Female,One year,55.8,1941.5,No,DSL,36,No,Electronic check,No
3933-DQPWX,26,Female,Two year,39.7,1932.75,Yes,DSL,50,No,Credit card (automatic),No
6661-EIPZC,22,Female,Month-to-month,29.5,1423.05,Yes,DSL,48,Yes,Credit card (automatic),No
8957-THMOA,26,Female,Two year,20.15,970.85,No internet service,No,50,No,Credit card (automatic),No
2251-PYLPB,22,Male,Two year,79.55,5810.9,Yes,DSL,72,No,Credit card (automatic),No
5555-RNPGT,20,Male,Month-to-month,24.8,223.9,No internet service,No,10,No,Credit card (automatic),No
1057-FOGLZ,30,Female,Month-to-month,19.65,391.7,No internet service,No,18,No,Mailed check,No
9300-RENDD,26,Male,Month-to-month,79.95,79.95,No,Fiber optic,1,Yes,Electronic check,Yes
0761-AETCS,25,Female,Month-to-month,19.3,19.3,No internet service,No,1,No,Electronic check,Yes
8087-LGYHQ,21,Male,Month-to-month,94.05,811.65,No,Fiber optic,9,Yes,Electronic check,No
4137-BTIKL,21,Male,Month-to-month,90.75,174.75,No,Fiber optic,2,No,Mailed check,No
2190-BCXEC,22,Female,Month-to-month,78.85,3126.85,Yes,Fiber optic,40,Yes,Credit card (automatic),No
